 100.0     0.00    0.4065E+11    1     128^3 :  box [h^-1 Mpc], redshift, part. mass [h^-1 M_s], nspecies, n	#
objects with more than   20 particles found at linking lenght 0.20000	#
      #      x     y    z h^-1 Mpc         velocity[km/s]      lkl   mass h^-1 M_s  sigma  sigma_v  r_sph  delta  spin p.	WebID
    1270   98.7012  24.9890  31.2335   181.1  -385.9  -201.4       90  0.3658E+13  0.1832   249.1  0.3068   352.1      0.4047E-01	1
    1271   83.7898   5.3746  42.2642   250.0  -524.6   178.3       90  0.3658E+13  0.1869   251.9  0.3092   343.7      0.5793E-01	2
    1272   59.8125   3.4731  40.7176   -65.9   426.8   299.6       90  0.3658E+13  0.2047   224.7  0.3116   335.9      0.7994E-01	1
    1273   65.0468   6.7263  11.5836    76.3   238.3  -239.4       90  0.3658E+13  0.2343   190.2  0.3353   269.4      0.1750E-01	1
    1274   86.4281  81.7620   8.8532   273.2   187.3   204.2       90  0.3658E+13  0.1886   220.2  0.3110   338.0      0.3237E-01	1
    1275   19.5233  26.1029  41.1411  -120.7   -79.6  -197.7       90  0.3658E+13  0.2374   211.9  0.3190   313.0      0.3971E-01	2
    1276   14.1867   5.4353  12.8994  -316.1   307.6   -63.4       90  0.3658E+13  0.1739   258.7  0.2945   398.1      0.3907E-01	2
    1277   48.9264  10.7092  38.0053   381.6   215.6   646.5       90  0.3658E+13  0.1434   254.6  0.2723   504.1      0.3774E-01	3
    1278   49.6809  99.5728  45.0665   -23.3   767.3   125.5       90  0.3658E+13  0.1925   243.2  0.3019   369.4      0.1211    	2
    1279   43.9871  71.7451  24.2505  -183.8  -148.6   223.3       90  0.3658E+13  0.2626   205.1  0.3292   284.6      0.1052E-01	2
    1280   28.1680  28.4070  83.1946   473.0  -356.1   316.8       90  0.3658E+13  0.2067   229.6  0.3071   350.8      0.8227E-01	2
    1281    0.4457  61.9669  74.4411   155.8   -37.0   207.2       90  0.3658E+13  0.2782   182.0  0.3193   312.1      0.2998E-01	1
    1282   53.8204  59.8058  92.4104   -72.8  -146.4  -278.7       89  0.3617E+13  0.2154   208.5  0.3174   314.2      0.7214E-01	1
    1283   91.7345   5.4754  40.4560  -246.3  -208.2  -401.2       89  0.3617E+13  0.2347   215.9  0.3189   309.6      0.1706    	3
    1284   79.0847  45.1536   6.3088    36.0  -298.9  -102.4       89  0.3617E+13  0.2097   219.3  0.3124   329.5      0.4178E-01	2
    1285   86.9691  48.6664   7.2660    85.6  -107.3   196.4       89  0.3617E+13  0.2112   226.4  0.3214   302.5      0.6890E-01	2
    1286   88.5645   2.9200   1.5465   368.2   142.8   394.1       89  0.3617E+13  0.1736   240.5  0.2925   401.9      0.5873E-01	2
    1287   89.5202  20.1797  80.4877  -204.9   -83.0   217.5       89  0.3617E+13  0.2308   200.6  0.3075   345.6      0.1153    	2
    1288   16.3666  80.5020  85.6953   160.9    86.4   190.5       89  0.3617E+13  0.1735   242.1  0.2994   374.5      0.4129E-01	1
    1289    4.0429  49.8629  94.5555    46.0  -155.5    63.5       89  0.3617E+13  0.2221   201.3  0.3221   300.5      0.9196E-01	1
    1290   12.3992  15.1673  32.6321   -23.9  -170.7  -184.3       89  0.3617E+13  0.2170   196.9  0.3042   357.0      0.5074E-01	2
    1291   17.1348  11.9525  57.0903   194.5    87.9   -22.5       89  0.3617E+13  0.1656   229.6  0.2835   441.6      0.4933E-01	2
    1292   30.3680  11.1628  62.1241   -98.6   -50.9   116.4       89  0.3617E+13  0.1994   229.2  0.3148   322.1      0.3649E-01	2
    1293   43.2783  44.8270  23.1334  -480.7  -323.9   222.6       89  0.3617E+13  0.1977   222.7  0.3032   360.7      0.3805E-01	2
    1294   40.3446  81.6929  67.9618  -128.5   386.8   100.1       89  0.3617E+13  0.1878   216.1  0.3117   331.7      0.3273E-01	1
    1295   70.7900  85.1775  59.3848  -242.1   372.8   -57.6       88  0.3577E+13  0.2228   197.2  0.3134   322.9      0.7375E-01	2
    1296   56.9245   5.3459  55.3234  -279.5   725.1   -18.5       88  0.3577E+13  0.1801   240.3  0.3103   332.5      0.1007E-01	2
    1297   64.1017  19.4543  75.4741   -28.5  -439.1   272.2       88  0.3577E+13  0.1733   251.5  0.2998   368.7      0.5623E-01	2
    1298   98.1998  21.7311  29.4938   148.1  -329.0  -218.9       88  0.3577E+13  0.2303   195.6  0.3207   301.1      0.1747E-01	2
    1299   57.2048  32.2193  49.9431   -93.8  -413.1  -154.1       88  0.3577E+13  0.1507   249.1  0.2901   407.3      0.2917E-01	1
    1300   56.4953   9.5453   0.5583   174.6   250.0  -295.1       88  0.3577E+13  0.2494   202.8  0.3360   261.8      0.7410E-01	2
    1301   79.9212  17.0706  17.0710   106.2  -101.7   -86.8       88  0.3577E+13  0.1951   239.0  0.2996   369.7      0.5075E-01	1
    1302   92.8750   2.8363   5.1767    52.5  -782.0  -187.9       88  0.3577E+13  0.1906   226.3  0.3079   340.4      0.1177    	3
    1303   47.4588  82.9876  55.1101   186.4   310.5    -5.3       88  0.3577E+13  0.2122   226.7  0.3179   309.2      0.4289E-01	2
    1304   26.5417  18.8100  34.0204    56.6    52.7  -157.7       88  0.3577E+13  0.3627   156.5  0.3303   275.7      0.7144E-01	1
    1305   30.8196  26.6191  63.4315    67.3  -353.9   200.3       88  0.3577E+13  0.1958   227.5  0.3012   363.9      0.7909E-01	2
    1306   25.4378  41.1928  72.1833    25.8  -159.5   226.1       88  0.3577E+13  0.2036   204.1  0.2966   380.8      0.3301E-01	2
    1307   56.5319  10.0633  59.4843  -681.7    65.0  -407.5       88  0.3577E+13  0.2283   313.7  0.3226   295.8      0.3743    	3
    1308   33.0984  29.9640  19.2488   152.8  -727.4   357.6       88  0.3577E+13  0.2079   225.9  0.3201   302.8      0.3922E-01	3
    1309   50.1178  25.0577  20.1815  -175.3    99.0   -57.1       88  0.3577E+13  0.2524   202.8  0.3309   274.1      0.1369    	2
    1310   73.9183  73.4571  28.7894    79.0   158.6   -38.1       88  0.3577E+13  0.1568   254.8  0.2870   420.6      0.3614E-01	1
    1311   98.3781  87.8755  12.1772  -439.3   825.9    97.4       88  0.3577E+13  0.1794   269.7  0.2929   395.8      0.1005    	3
    1312   39.5657  86.7888  64.7605   -89.8   246.2    98.3       88  0.3577E+13  0.1349   246.3  0.2625   549.7      0.2455E-01	2
    1313   48.4891  16.5986  85.2595  -103.3   623.2   -77.0       88  0.3577E+13  0.1639   240.6  0.2843   432.6      0.7743E-01	2
    1314   32.0483  24.9523  91.5461   583.6  -495.0    -2.0       88  0.3577E+13  0.2120   228.7  0.3110   330.2      0.1591E-01	2
    1315   29.0765  17.6844  92.3139   342.8    39.5  -161.0       88  0.3577E+13  0.1404   255.6  0.2658   529.5      0.3131E-01	2
    1316   59.0194  42.5329  55.7102     0.2  -228.3  -122.2       87  0.3536E+13  0.2065   215.5  0.3046   347.6      0.8142E-01	1
    1317   59.5974  46.8529  62.2052    96.3  -263.0   -79.1       87  0.3536E+13  0.1908   230.8  0.3072   338.7      0.1455E-01	0
    1318   79.8931  98.8777  65.8230  -161.2   194.2  -125.6       87  0.3536E+13  0.1695   241.9  0.2957   380.0      0.1783E-01	1
    1319   69.6253   5.4913  48.0344  -380.7   -49.6  -187.0       87  0.3536E+13  0.2384   204.9  0.3314   269.7      0.5156E-01	2
    1320   89.8186  34.0326  82.7271  -248.4  -148.5    94.3       87  0.3536E+13  0.2310   222.3  0.3185   304.1      0.6959E-02	1
    1321   87.1892  11.3811  94.5084   -34.6  -308.9    53.0       87  0.3536E+13  0.2039   221.9  0.3174   307.0      0.4793E-01	2
    1322   70.1643  98.5393  15.0700   174.1   288.6  -122.6       87  0.3536E+13  0.1935   229.7  0.2932   389.8      0.4618E-01	1
    1323   82.8949  99.3117  10.4467   235.4   392.8   -83.5       87  0.3536E+13  0.1744   240.0  0.2982   370.6      0.1559E-01	1
    1324   30.4529  72.1368  83.1125    42.5   104.4   177.2       87  0.3536E+13  0.3828   199.8  0.3274   279.8      0.2831    	2
    1325   33.3534  28.5469  34.6266   132.4    41.9  -446.2       87  0.3536E+13  0.1917   214.4  0.3098   330.4      0.3413E-01	1
    1326   52.0422  10.1981  64.3131   723.3  -243.0  -203.3       87  0.3536E+13  0.1746   284.1  0.2902   402.1      0.1840    	2
    1327   44.2118  76.0983  22.3185  -208.3   -34.9    26.9       87  0.3536E+13  0.2010   232.7  0.3033   352.1      0.6448E-01	1
    1328   88.6516  93.3181  32.2928   200.5   656.8  -141.6       87  0.3536E+13  0.2173   212.0  0.3038   350.4      0.6854E-01	1
    1329   43.0775  98.3760  57.8047    -3.0   221.7   -71.9       87  0.3536E+13  0.2631   243.5  0.3243   287.8      0.1615    	2
    1330   46.5925  49.6844  43.6262  -115.7  -195.2  -331.9       87  0.3536E+13  0.2377   228.1  0.3170   308.4      0.1212    	2
    1331   71.2793  97.3395  59.8704  -188.7   461.6  -121.9       86  0.3496E+13  0.1879   206.6  0.3126   318.0      0.3961E-01	1
    1332   90.3440  16.4479  61.4687  -132.6    43.5  -189.0       86  0.3496E+13  0.1938   200.1  0.3092   328.5      0.5985E-01	2
    1333   95.2466  31.3174  74.9973  -203.3  -221.0    92.8       86  0.3496E+13  0.1607   254.3  0.2816   434.9      0.2300E-01	1
    1334   96.1199   3.1387  88.6635  -145.7   303.1   407.1       86  0.3496E+13  0.1919   222.1  0.3100   325.9      0.4876E-01	2
    1335   80.1482  43.2749   6.5891   131.4  -198.0   -11.7       86  0.3496E+13  0.1865   216.7  0.2973   369.8      0.6009E-01	2
    1336   92.7962  98.6465   9.4493   447.2   548.9  -176.4       86  0.3496E+13  0.1959   214.0  0.3071   335.3      0.6811E-01	2
    1337   29.2363  43.9365  91.4784  -251.1  -285.2   230.0       86  0.3496E+13  0.2140   198.1  0.3242   284.8      0.3301E-01	1
    1338   47.7958  12.5406  63.0513   330.8  -376.6   284.9       86  0.3496E+13  0.2038   225.1  0.3147   311.4      0.3424E-01	2
    1339   28.8536  26.8797  65.3844   207.0  -329.2   112.6       86  0.3496E+13  0.1407   264.2  0.2783   450.8      0.4955E-01	2
    1340   38.5446  60.9890  23.5247   -14.2  -211.2   252.7       86  0.3496E+13  0.2411   221.9  0.3042   345.1      0.2190    	1
    1341    1.7773  45.2501  22.6971   115.6     5.6  -403.8       86  0.3496E+13  0.1979   236.7  0.3070   335.7      0.8337E-01	2
    1342   19.5220  84.2626  10.2063    35.0   187.0  -259.0       86  0.3496E+13  0.2421   194.0  0.3119   320.0      0.6421E-01	1
    1343   11.2449  11.3103  94.5228    40.0    18.3   587.4       86  0.3496E+13  0.1989   224.9  0.3122   319.0      0.3869E-01	2
    1344   44.7213  93.5607  44.6837   -76.6   458.0   177.1       86  0.3496E+13  0.1650   232.7  0.2790   447.3      0.3659E-01	2
    1345   19.5160  46.5051  31.4366   384.8  -257.8  -163.9       86  0.3496E+13  0.2020   199.4  0.3120   319.6      0.3414E-01	1
    1346   90.8596  88.3263  67.6195     1.8   275.1    33.1       85  0.3455E+13  0.1992   190.6  0.3081   328.3      0.3706E-01	1
    1347   98.2309   4.6582   3.1174    51.3  -218.7   154.7       85  0.3455E+13  0.1991   213.4  0.3145   308.4      0.4865E-01	2
    1348   95.9125  25.7707  12.6079   -97.1  -233.6   -24.9       85  0.3455E+13  0.1526   251.7  0.2953   372.7      0.2186E-01	2
    1349   89.0595  68.7866  10.6763   100.9    97.7   344.4       85  0.3455E+13  0.2077   237.1  0.3121   315.6      0.2092E-01	2
    1350   11.6807  62.3502  85.7181   243.6   -98.9   246.4       85  0.3455E+13  0.2013   223.9  0.2999   355.7      0.4410E-01	1
    1351   48.4550  82.4598  54.9698    85.3   355.6   149.4       85  0.3455E+13  0.2590   240.7  0.3472   228.9      0.2089    	2
    1352   12.1338  31.2782  49.7211   114.6  -510.9  -240.9       85  0.3455E+13  0.1870   236.0  0.2987   360.1      0.3049E-01	1
    1353   30.0599  40.8692   2.5491    55.1   -72.6    50.7       85  0.3455E+13  0.1930   227.0  0.3102   321.3      0.6656E-01	2
    1354   32.0772  69.2098   2.4404  -356.2   -14.5   -22.0       85  0.3455E+13  0.1472   267.2  0.2755   459.3      0.5030E-01	2
    1355   99.3643  91.5776   1.4707   -80.8   428.3   403.1       85  0.3455E+13  0.2368   204.7  0.3168   301.8      0.6548E-01	2
    1356    5.9930  87.3533  75.7801   160.4   145.8   -80.8       85  0.3455E+13  0.1814   235.4  0.2906   391.1      0.5298E-01	2
    1357   68.8259  10.6378  72.3511  -474.1   202.9   104.4       84  0.3414E+13  0.2024   215.8  0.3067   328.6      0.9197E-01	2
    1358   73.2172  18.5001  82.1469  -439.3  -163.6   161.1       84  0.3414E+13  0.1989   202.2  0.3058   331.7      0.6257E-01	1
    1359   91.9306   2.0740   1.1814  -238.1   102.9   925.9       84  0.3414E+13  0.1758   224.9  0.2960   365.7      0.5309E-01	2
    1360   16.9096  63.6898  90.3225   438.9  -180.5   355.7       84  0.3414E+13  0.2032   224.8  0.3182   294.2      0.4245E-01	2
    1361   39.3999  64.6950  96.3021  -297.7  -109.3    -7.9       84  0.3414E+13  0.1549   248.5  0.2834   416.8      0.2206E-01	1
    1362   33.2112  57.9008  98.8556  -285.0  -170.6   130.4       84  0.3414E+13  0.2112   209.6  0.3116   313.3      0.7587E-01	2
    1363   46.4549  26.2091  22.2906  -301.5   109.5  -123.0       84  0.3414E+13  0.2334   220.1  0.3245   277.5      0.6294E-01	2
    1364   47.4555  20.2864  42.6815   -28.9  -213.5  -237.0       84  0.3414E+13  0.1464   275.2  0.2864   404.1      0.6771E-01	2
    1365   20.7460  10.4379   1.2124   -48.8   415.7  -115.2       84  0.3414E+13  0.1791   208.2  0.3023   343.3      0.2868E-01	2
    1366   16.1007  12.2957  12.4882   -89.3   -37.3  -279.5       84  0.3414E+13  0.2291   208.5  0.3127   310.1      0.2787E-01	2
    1367    2.2186  12.3098   1.2390   386.8  -101.2   -46.3       84  0.3414E+13  0.1797   229.5  0.2960   365.8      0.3489E-01	2
    1368   30.0950  27.2914  61.7015    84.8  -353.4   189.5       84  0.3414E+13  0.1962   210.9  0.3113   314.5      0.5188E-01	2
    1369    8.6846   9.6270  46.3484  -154.7    73.7   -72.3       84  0.3414E+13  0.1731   241.2  0.2896   390.6      0.1024    	2
    1370   28.3037  43.2353  81.7584  -151.8  -247.7   226.0       84  0.3414E+13  0.2723   181.0  0.3500   220.9      0.1169    	3
    1371   48.8734  24.8788  51.8867    26.8  -388.9  -162.7       84  0.3414E+13  0.2259   215.8  0.3299   263.9      0.6609E-01	2
    1372    1.5260  11.7195  94.5401    86.1  -235.0   333.1       84  0.3414E+13  0.2487   298.4  0.3092   320.8      0.4301    	1
    1373   33.5784  67.4380   8.7896  -373.7   -99.4     6.8       84  0.3414E+13  0.2028   236.4  0.2946   371.0      0.1506E-01	1
    1374   52.7539  43.8664  44.1161    -0.4  -188.7    53.1       84  0.3414E+13  0.1815   248.2  0.2983   357.3      0.3734E-01	2
    1375   16.4771  95.1448  50.6055   337.0   198.9   261.3       84  0.3414E+13  0.3561   294.7  0.3572   207.7      0.4156    	3
    1376   10.6495  74.2255  77.1569   155.0   229.8    86.6       84  0.3414E+13  0.1927   224.2  0.3069   328.2      0.3392E-01	1
    1377   34.2528  44.1108  29.4035   839.8  -547.6   -47.5       84  0.3414E+13  0.1800   229.3  0.3043   336.7      0.5170E-01	2
    1378   92.3502  97.4560  35.8399    77.3   671.8  -557.7       83  0.3374E+13  0.2621   179.8  0.3235   276.7      0.4774E-01	2
    1379   90.8447  38.3632  50.2900   -50.3  -338.9    69.4       83  0.3374E+13  0.2439   193.7  0.3124   307.2      0.2904E-01	2
    1380   62.7171  10.4244  58.8922  -509.5  -183.7    57.8       83  0.3374E+13  0.2206   204.2  0.3206   284.2      0.6419E-01	2
    1381   97.9865   6.3154  60.3254    66.1   164.6  -189.2       83  0.3374E+13  0.2148   226.4  0.3087   318.6      0.5484E-01	1
    1382   72.9974  41.6991  85.9470     0.9  -428.8   105.6       83  0.3374E+13  0.2581   218.0  0.3065   325.6      0.1192    	2
    1383   54.4164  44.2557  88.3502    96.8  -318.5    56.4       83  0.3374E+13  0.2481   205.0  0.3053   329.3      0.4680E-01	1
    1384   62.6746  35.5924  85.4172   -85.5  -103.6     6.7       83  0.3374E+13  0.1613   252.5  0.2844   407.6      0.2117E-01	2
    1385   70.8551  34.4323  93.6844  -236.3  -279.9   -91.0       83  0.3374E+13  0.1883   227.2  0.2968   358.5      0.4953E-01	1
    1386   62.4016   3.9943  89.2993   129.3   620.0   -66.7       83  0.3374E+13  0.2379   224.1  0.3081   320.3      0.4156E-01	1
    1387   54.3372  17.8035   1.4124   -71.3   -82.6  -324.7       83  0.3374E+13  0.2460   200.3  0.3060   327.0      0.8504E-01	1
    1388   24.4488  48.0267  85.4135   109.2  -276.5   341.7       83  0.3374E+13  0.1773   222.5  0.2993   349.4      0.3194E-01	1
    1389   38.5665  36.7337  60.1690    -0.9  -344.7   -57.3       83  0.3374E+13  0.1854   213.0  0.2906   382.2      0.3466E-01	1
    1390   35.5267  28.9686  21.0749  -463.1    -9.4  -261.1       83  0.3374E+13  0.3152   220.7  0.3348   249.4      0.1757    	3
    1391   82.1629  83.1282  44.0306    -2.4   311.8    15.0       83  0.3374E+13  0.2445   203.4  0.3164   295.7      0.1091    	3
    1392   21.4571  45.7257  31.4095   353.3  -252.4  -193.8       83  0.3374E+13  0.2405   196.4  0.3227   278.8      0.1896E-01	1
    1393   73.9148  69.5143  75.0719  -116.8    47.8  -177.9       82  0.3333E+13  0.1883   225.4  0.2984   348.4      0.6971E-01	1
    1394   81.6194   3.3207  43.0352    80.7   560.7  -503.8       82  0.3333E+13  0.2351   204.8  0.3195   283.6      0.1033    	2
    1395   57.9345  17.3205  85.9691    93.6   289.4   240.1       82  0.3333E+13  0.2236   263.4  0.3119   304.9      0.1391    	2
    1396   79.5265   5.8290  92.1021  -125.3   189.6   350.7       82  0.3333E+13  0.2155   204.2  0.3091   313.3      0.3917E-01	2
    1397   91.0811  12.3815  14.8476   338.1  -275.2   -83.5       82  0.3333E+13  0.2134   194.9  0.3115   306.2      0.8532E-01	1
    1398   71.5173  26.1486  20.9888   -35.7   -85.4  -125.3       82  0.3333E+13  0.2199   207.7  0.3063   322.3      0.1893    	2
    1399   89.3243  59.3192   6.4174   -95.0   -67.3   773.0       82  0.3333E+13  0.1544   252.2  0.2862   394.9      0.7481E-01	3
    1400   35.7814  65.5604  78.7178   -71.3   212.1   226.8       82  0.3333E+13  0.2001   212.4  0.2929   368.7      0.3274E-01	1
    1401   34.4072  19.2865  11.6802  -468.0   494.5  -252.1       82  0.3333E+13  0.1949   223.6  0.3101   310.4      0.9580E-01	2
    1402   25.5125  19.3534   4.0263   438.6  -262.5   204.0       82  0.3333E+13  0.1920   223.5  0.2945   362.4      0.6019E-01	2
    1403   13.2770   7.7369  12.7513  -338.7   272.3  -213.6       82  0.3333E+13  0.1743   246.8  0.2815   415.2      0.2283E-01	2
    1404   10.2646  16.5442  98.4515  -139.9  -528.2   397.6       82  0.3333E+13  0.2044   218.3  0.3017   337.2      0.4889E-01	3
    1405   30.5837  98.9772  20.5167   247.7   230.4   134.7       82  0.3333E+13  0.1904   217.9  0.2808   418.4      0.6594E-01	2
    1406   29.7663  99.3653  57.2547   -87.6   315.6   -86.9       82  0.3333E+13  0.1985   219.8  0.2939   364.9      0.8591E-01	2
    1407   20.3080  80.1789  74.5003     9.0   348.0   165.4       82  0.3333E+13  0.1751   220.8  0.2980   349.8      0.7160E-01	2
    1408    0.3479  61.1179  75.2383   147.7    42.5   141.8       82  0.3333E+13  0.1983   213.9  0.3053   325.2      0.5665E-01	1
    1409    4.3256  97.5692  30.0320  -420.3   236.1    48.6       82  0.3333E+13  0.1919   197.5  0.3106   309.0      0.5257E-01	2
    1410   96.8259  44.0455  87.9674   -54.9    40.1   -44.1       81  0.3292E+13  0.1745   224.6  0.2944   358.5      0.4087E-01	2
    1411   51.9948  87.5761  77.5925   -93.8   422.9  -146.8       81  0.3292E+13  0.2011   199.2  0.3127   299.0      0.4011E-01	2
    1412   62.2732  75.2371  99.9905   -71.6   169.5    60.4       81  0.3292E+13  0.1515   241.3  0.2849   395.8      0.5971E-01	1
    1413   89.3521   4.0002  84.3143    74.7   138.6   329.1       81  0.3292E+13  0.3437   186.5  0.3280   259.0      0.9683E-01	1
